Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,34645.1432443401,37007.4387468692,40965.7443180141,41479.0872043957,45481.8922019757,52831.2523660674,52571.9349918208,47042.3471077882,47584.4643916109,51654.4027951819,48735.995492187,48179.4208526047,52930.6411522641,65445.8850307407,75716.3510789884,80289.696409954,89739.7116961301,106018.492790674,114293.84332087,103198.669312625,104965.306078267,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339,104278.390971905,107361.306947271,116639.88804711
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,3112.26870598472,3661.94787936145,4170.62328677871,5650.02628596643,5854.41785748186,3928.22392568469,4412.11634488536,5289.16798819206,5481.18149744964,6157.19247526556,7157.81449985734,7544.56864813643,7593.13779293625,7075.36964299974,7484.48654193029,8277.67125149603,9068.29438701235,9642.68060504911,10016.5713043884,8002.97210649807,9271.39823324639,10203.4208543113,10241.7279153745,10725.1833166036,10922.3760488647,9605.95235103139,8739.75604280929,9278.41816833763,9673.44367360619
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.8603827045,21732.2308013,23904.0373902993,23122.4107901443,24646.3143017558,29258.1343486211,29006.8094454171,26700.5371335926,27885.8083823465,28263.0967106802,26149.41107829,26873.2759335114,29204.0398310254,35672.2065978453,40362.3947822685,41979.0558457881,44863.3506314287,51733.4421317965,57644.4799749353,52514.0271165323,50950.0343435181,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48554.9922761756,53024.0592130531
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.0216184298,12230.0734548834,11793.1392416214,13094.3454502639,15280.3127842922,17400.4201848172,18794.436039393,17474.187029724,14738.4455703918,15322.2238340267,13641.1027183822,13882.8568268586,16874.1874918196,21913.7081719961,25420.234882944,27751.0654708859,26671.3294177179,32510.0826999392,31287.9436526473,28201.2322839936,33692.0108346543,38426.5508077771,39970.4400394577,42949.1422285498,44533.7830906379,38559.5470380365,40026.8521964671,42260.1251767853,41945.3316690932
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.943738533,28596.9330036444,30523.9850558974,27963.6652188271,29315.8419070199,34875.7043347536,37321.9741993473,36629.0309036621,34788.3598518819,36371.0509535576,38131.4606116242,38542.715099709,43084.4724650717,50134.8907734947,57603.836021826,66810.478520868,74148.3200757187,85139.9604469545,96944.0956064873,79977.6970817492,87693.7900658099,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70460.5605323322,75496.7540581998,81697.2459836768
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.2095094382,2235.54108862522,2459.02068468253,2497.19524116689,2874.8253108452,3682.79121526652,4140.98354114142,4116.92624282821,4510.41311705999,4389.97641534208,4492.72760355938,4981.1986188017,5196.93292103894,5693.37776322597,6681.17881781198,8021.00365533726,9038.73084652356,11255.4366982999,14001.4468819804,11527.5932279825,12599.5335818707,13893.509259001,13145.5392627865,13781.0626053813,14347.9145754456,12572.3078809992,12431.5754242492,13856.9823892845,15420.9111634295
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.61794530424,8958.98538874788,10810.5665676462,9534.6563637308,9977.31987279509,11781.3618502221,12185.0914010629,11575.5071124358,12199.206385024,12471.0793640754,11497.7534604525,11724.6114954602,12875.3207922585,15762.9757897367,18031.0004215768,18773.1253616354,19822.8460287336,22782.0946224629,24847.545135091,23059.7974457294,22498.6908586557,23186.9131283278,20564.8898617969,21647.0418118869,22074.3007634216,19242.3664710981,19978.401214968,21437.3475036794,23407.9065887968
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53513644795,2691.19560564077,2920.91756673063,3102.29679279586,3771.35942702068,4819.12555470987,5196.94037965932,5146.67107827084,5538.61646477184,5643.6751092567,5413.15062068807,5717.21708969017,6533.55321303732,8712.69879312059,10671.8218610632,11685.7548224391,13159.7594413964,16085.6115233381,18677.2927109318,16531.6705140706,16727.2913264619,18338.3622288437,17460.0468093549,18236.9807888867,18670.9301711227,16309.073235592,16505.9980625369,17510.0889889901,19442.7057620693
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,9107.47707941181,6633.73828010506,6562.01839609836,6656.93337568165,7564.74118401424,10730.4509120315,10815.1112238352,10454.9655635051,11175.7711014244,11452.7827920923,10201.3035366727,10479.759432707,11777.1555078451,14849.0369516333,17233.1385611279,18098.9087305,19672.9654929018,23787.6466923136,27483.3369524581,24694.2305557835,23509.5433941493,25095.1326282071,22643.1002515007,23496.6023059673,24214.9220717273,20881.7667686947,21622.580683576,23442.704281871,26123.9738694646
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.8768037932,14811.9028112693,16112.1889276669,13339.9085669964,13415.287013608,15471.962716535,16109.0843985284,14730.7971752046,15394.3514628249,15715.3322713275,14713.0657111519,15355.7031663439,17025.5319828692,21463.4426577449,24861.2827964413,26419.2968638221,28365.3134896346,32549.9709785513,35366.2596011983,32042.4740786617,30502.7197080776,31636.4463142558,28324.4293363918,29059.5479522321,29461.5503337389,25732.0183647454,26505.6243284919,28100.8522848303,30370.8923252247
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30343.1828708777,31562.2506023967,32532.4204711321,24225.2998048694,25883.0158194817,30066.2251636804,32774.0818408915,30113.2539699551,30382.6547219329,30740.211173941,29456.0686420488,27093.0811103456,29729.7193435303,37090.9413658944,42544.4104669386,43163.9999589833,46277.5767773402,53341.4907726794,55903.8998910782,46793.9441559611,52817.441365794,60612.8788325926,57874.2864975611,60897.3656252518,59843.5191685082,51397.1917561446,51974.196555344,53744.4290321437,54608.3602546906
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,38428.3855023167,38399.2106118525,39534.5419972169,38100.736729035,41843.7568835613,48662.4865090892,46676.8135563141,40417.9407909734,41497.1578443062,40581.3493561186,37868.296000612,38538.9791032635,41376.372812271,48087.5437704014,53340.196975624,54952.6754890751,57579.5029129543,63555.2809223584,72487.8347142083,69927.4422927441,74605.7745091454,88415.6108120697,83538.2128216758,85112.469599771,86605.5173887467,82081.6092055418,80172.1933039266,80450.0458197413,82796.5471631285
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,2794.35039016178,2735.70786407173,2842.36987637475,3180.18780104574,2270.33752255651,2897.86649148369,3053.94702504913,3144.38585934025,4496.49682139346,4108.12319928105,4316.54890770477,3119.56578971504,3659.93986866932,4718.19980741577,6040.60769792051,7384.25162838323,8035.3773382155,9711.8735935267,10854.1722530827,9038.52014980388,10672.3892452162,11335.5105096808,11707.2597122125,12519.3914259008,12095.8545719465,10948.7246068236,10820.633842346,10513.6484152661,9370.1763438282
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,23123.1777902009,24332.6977665594,26734.5626114537,28214.274355869,28669.539690801,28149.8700107891,27744.5064592461,30056.5862179301,34419.1479145952,40290.3139710116,42030.2866138136,44599.6975685697,50566.8265956828,47286.9984928367,38713.1374283353,39435.8399018505,42038.5004790349,42462.7149069427,43444.5648427389,47417.6350484639,44966.1019252665,41074.1672796521,40361.4173832159,42943.9022698053
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.6000088133,24342.2589048189,25418.9907763319,26387.2937338171,27694.853416234,28690.8757013347,29967.7127181749,31459.139002483,32853.6769849268,34513.5615037271,36334.9087770589,37133.2428088526,38023.1611144021,39496.4858751381,41712.8010675545,44114.7477776705,46298.7314440927,47975.9676758856,48382.5584490552,47099.9804711343,48466.8233750801,49883.1139837344,51603.4972614412,53106.9097703155,55032.9579979166,56803.4724334919,57904.2019610641,59927.9298339535,62794.5856522398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/18/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
